Lot,Vitrox ID,Recipe,Start Time,End Time,Yield,Total Inspected,Total Reject
4986251.1 DEETAPE1,6VTRX07,SKY55446+REV3,10/28/2024 18:50,10/28/2024 18:52,0.00%,0,0
4986251.1 DEETAPE2,,SKY55446+REV,10/28/2024 18:56,10/28/2024 19:00,,,
4986251.1 DEETAPE2,6VTRX07,SKY55446+REV3,10/28/2024 18:56,10/28/2024 19:00,0.00%,0,0
4986251.1 DEETAPE3,,SKY55446+REV,10/28/2024 19:02,10/28/2024 19:15,,,
4986251.1 DEETAPE3,6VTRX07,SKY55446+REV3,10/28/2024 19:02,10/28/2024 19:15,0.00%,0,0
4986251.1 DEETAPE5,,SKY55446+REV,10/28/2024 19:30,10/28/2024 19:32,,,
4986251.1 DEETAPE5,6VTRX07,SKY55446+REV3,10/28/2024 19:30,10/28/2024 19:32,0.00%,0,0
4986251.1 DEETAPE6,,SKY55446+REV,10/28/2024 19:46,10/28/2024 19:53,,,
4986251.1 DEETAPE6,6VTRX07,SKY55446+REV3,10/28/2024 19:46,10/28/2024 19:53,0.00%,0,0
4986251.1 DEETAPE7,,SKY55446+REV,10/28/2024 20:03,10/28/2024 20:14,,,
4986251.1 DEETAPE7,6VTRX07,SKY55446+REV3,10/28/2024 20:03,10/28/2024 20:14,100.00%,20,0
4986251.1,,SKY55446+REV,10/28/2024 12:21,10/28/2024 18:14,,,
4986251.1,,SKY55446+REV,10/28/2024 12:21,10/28/2024 18:14,,,
4986251.1,6VTRX07,SKY55446+REV3,10/28/2024 12:21,10/28/2024 18:14,88.18%,15891,1878
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 15:44,,,
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 15:44,,,
4986251.2,6VTRX07,SKY55446+REV3,10/29/2024 0:38,10/29/2024 15:44,80.67%,9878,1909
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 18:33,,,
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 18:33,,,
4986251.2,6VTRX07,SKY55446+REV3,10/29/2024 0:38,10/29/2024 18:33,93.38%,9902,656
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 6:42,,,
4986251.2,,SKY55446+REV,10/29/2024 0:38,10/29/2024 6:42,,,
4986251.2,6VTRX07,SKY55446+REV3,10/29/2024 0:38,10/29/2024 6:42,83.26%,2109,353
D,,SKY55446+REV,10/9/2024 7:59,10/9/2024 7:59,,,
D,6VTRX07,SKY55446+REV2,10/9/2024 7:59,10/9/2024 7:59,0.00%,0,0
DETAPE TEST 2,,SKY55446+REV,10/23/2024 15:20,10/23/2024 15:44,,,
DETAPE TEST 2,6VTRX07,SKY55446+REV3,10/23/2024 15:20,10/23/2024 15:44,100.00%,1199,0
DETAPE TEST,,SKY55446+REV,10/23/2024 14:52,10/23/2024 15:19,,,
DETAPE TEST,,SKY55446+REV,10/23/2024 14:52,10/23/2024 15:19,,,
DETAPE TEST,6VTRX07,SKY55446+REV3,10/23/2024 14:52,10/23/2024 15:19,100.00%,1208,0
PRUEBA DETAPE 1,,SKY55446+REV,10/28/2024 9:50,10/28/2024 10:53,,,
PRUEBA DETAPE 1,6VTRX07,SKY55446+REV3,10/28/2024 9:50,10/28/2024 10:53,100.00%,253,0
PRUEBA DETAPE 1,,SKY55446+REV,10/28/2024 9:50,10/28/2024 9:53,,,
PRUEBA DETAPE 1,6VTRX07,SKY55446+REV3,10/28/2024 9:50,10/28/2024 9:53,0.00%,0,0
PRUEBA TAPE 1,,SKY55446+REV,10/28/2024 8:39,10/28/2024 9:03,,,
PRUEBA TAPE 1,,SKY55446+REV,10/28/2024 8:39,10/28/2024 9:03,,,
PRUEBA TAPE 1,6VTRX07,SKY55446+REV3,10/28/2024 8:39,10/28/2024 9:03,91.06%,1688,151
1.6X1.8 DETAPING HANDLING TEST,6VTRX08,1.6x1.8 simulation,10/17/2024 15:24,10/17/2024 15:42,100.00%,,0
1.6X1.8 HANDLING TEST,6VTRX08,1.6x1.8 simulation,10/16/2024 13:54,10/16/2024 14:55,97.21%,3195,89
1.6X1.8 HANDLING,6VTRX08,1.6x1.8 simulation,10/16/2024 15:50,10/16/2024 17:16,79.38%,,596
1.6X1.8 TAPING HANDLING TEST,6VTRX08,1.6x1.8 simulation,10/17/2024 11:01,10/17/2024 15:14,98.64%,,35
1O PIEZAS,6VTRX08,SKY55446+REV5,10/21/2024 15:29,10/21/2024 15:35,21.05%,,15
2170761.1,6VTRX08,SKY53923-11 STR,10/12/2024 6:26,10/12/2024 7:34,94.98%,2150,108
2170761.2 RESCAN,6VTRX08,SKY53923-11 STR,10/12/2024 7:36,10/12/2024 8:55,77.57%,107,24
2171477.1 -R1,6VTRX08,SKY53904+REV1 2D,10/8/2024 2:20,10/8/2024 4:17,35.81%,687,441
2171477.1 -R1,6VTRX08,SKY53904+REV1 2D,10/8/2024 2:20,10/8/2024 4:08,35.90%,688,441
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,10/8/2024 17:43,10/8/2024 19:55,72.09%,1064,297
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,10/8/2024 17:43,10/8/2024 20:10,80.92%,1064,203
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,10/8/2024 17:43,10/8/2024 17:47,100.00%,246,0
2171477.1 STR R3,6VTRX08,SKY53904+REV1 2D,10/8/2024 20:11,10/8/2024 20:24,76.52%,494,116
2171477.1,6VTRX08,SKY53904+REV1 2D,10/7/2024 11:18,10/7/2024 15:52,75.43%,6654,1635
2171477.1,6VTRX08,SKY53904+REV1 2D,10/7/2024 11:18,10/8/2024 2:17,94.09%,6363,376
2171477.1,6VTRX08,SKY53904+REV1 2D,10/7/2024 11:18,10/7/2024 14:50,70.51%,6656,1963
2171734.1,6VTRX08,SKY53923-11 STR,10/11/2024 17:11,10/11/2024 18:51,99.05%,1047,10
2172732.2 RES 2,6VTRX08,SKY58470+STR+REV1,10/6/2024 15:01,10/6/2024 15:07,78.57%,56,12
2172732.2 RES,6VTRX08,SKY58470+STR+REV1,10/6/2024 12:13,10/6/2024 14:32,86.10%,403,56
2172732.2,6VTRX08,SKY58470+STR+REV1,10/6/2024 6:48,10/6/2024 8:33,82.18%,2115,377
2173788.1,6VTRX08,SKY53938-12 STR,10/10/2024 7:27,10/10/2024 7:34,6.98%,129,120
2174348.1 BUENAS STR,6VTRX08,SKY58480+STR+REV1,10/23/2024 1:00,10/23/2024 3:03,83.35%,,1003
2174348.1 STR.1,6VTRX08,SKY58480+STR+REV1,10/23/2024 0:42,10/23/2024 0:56,56.66%,,166
2174348.1 STR,6VTRX08,SKY58480+STR+REV1,10/23/2024 0:04,10/23/2024 0:38,79.05%,,382
2174407.1 RESCAN,6VTRX08,SKY58480+STR+REV1,10/23/2024 6:11,10/23/2024 6:38,76.36%,,301
2174407.1 RW SPUTTERING,6VTRX08,SKY58480+STR+REV1,10/23/2024 6:53,10/23/2024 7:00,80.88%,,48
2174407.1,6VTRX08,SKY58480+STR+REV1,10/23/2024 3:53,10/23/2024 5:58,81.11%,,1273
2174431.1 S2,6VTRX08,SKY58452-12+STR,10/12/2024 21:25,10/12/2024 21:51,91.80%,256,21
2174431.1 S3 STR,6VTRX08,SKY58452-12+STR,10/12/2024 23:11,10/12/2024 23:18,92.89%,197,14
2174431.1 S4 STR,6VTRX08,SKY58452-12+STR,10/12/2024 23:39,10/12/2024 23:45,95.74%,258,11
2174431.1 S5 STR,6VTRX08,SKY58452-12+STR,10/12/2024 23:53,10/13/2024 0:01,93.02%,258,18
2174431.1 S6 STR,6VTRX08,SKY58452-12+STR,10/13/2024 0:28,10/13/2024 1:11,91.05%,257,23
2174431.1 S7 STR,6VTRX08,SKY58452-12+STR,10/13/2024 1:31,10/13/2024 2:05,84.74%,249,38
2174431.1,6VTRX08,SKY58452-12+STR,10/12/2024 19:41,10/12/2024 20:16,2.02%,248,243
2174431.2 S3 STR,6VTRX08,SKY58452-12+STR,10/12/2024 23:24,10/12/2024 23:27,85.71%,14,2
2174431.2 S5 STR,6VTRX08,SKY58452-12+STR,10/13/2024 0:17,10/13/2024 0:22,22.22%,18,14
2174431.2 S6 STR,6VTRX08,SKY58452-12+STR,10/13/2024 1:21,10/13/2024 1:25,65.22%,23,8
2174431.2 S7 STR,6VTRX08,SKY58452-12+STR,10/13/2024 2:12,10/13/2024 2:17,55.26%,38,17
2174431.2,6VTRX08,SKY58452-12+STR,10/12/2024 20:48,10/12/2024 21:03,76.21%,248,59
2174431.3,6VTRX08,SKY58452-12+STR,10/12/2024 21:14,10/12/2024 21:18,77.97%,59,13
307591 STR R,6VTRX08,SKY53943+STR+REV1,10/20/2024 10:40,10/20/2024 10:43,92.86%,,2
307591 STR,6VTRX08,SKY53943+STR+REV1,10/20/2024 9:32,10/20/2024 10:38,98.32%,,25
307592 STR,6VTRX08,SKY53943+STR+REV1,10/20/2024 10:47,10/20/2024 11:06,99.81%,,2
307592 STR,6VTRX08,SKY53943+STR+REV1,10/20/2024 10:47,10/20/2024 10:59,98.48%,,16
32493550.1,6VTRX08,SKY59727 - TRAY,10/7/2024 6:27,10/7/2024 8:41,87.73%,13178,1617
32493550.2 DETAPE,6VTRX08,SKY59727 - DETAPE,10/6/2024 17:37,10/6/2024 19:58,100.00%,8984,0
32493550.2,6VTRX08,SKY59727 - TRAY,10/5/2024 7:35,10/7/2024 9:22,79.06%,2225,466
32493550,6VTRX08,SKY59727,10/5/2024 7:35,10/5/2024 7:52,89.45%,436,46
32493550.3,6VTRX08,SKY59727,10/4/2024 21:22,10/5/2024 1:07,99.38%,10880,67
32493550.3,6VTRX08,SKY59727,10/5/2024 12:55,10/5/2024 14:06,0.00%,0,0
32493550.3DETAPE,6VTRX08,SKY59727 - DETAPE,10/5/2024 14:23,10/5/2024 15:10,0.00%,0,0
4919253.1,6VTRX08,SKY55446+REV3,10/1/2024 8:41,10/1/2024 15:14,99.70%,21345,64
4919253.1,6VTRX08,SKY55446+REV3,10/1/2024 8:41,10/1/2024 10:45,95.88%,6315,260
4957490.1,6VTRX08,SKY55446+REV5,10/18/2024 21:52,10/19/2024 6:34,96.77%,,692
4957490.1,6VTRX08,SKY55446+REV5,10/18/2024 21:52,10/19/2024 8:33,98.46%,,333
4957490.1,6VTRX08,SKY55446+REV5,10/18/2024 21:52,10/19/2024 8:39,100.00%,,0
4957494.1,6VTRX08,SKY55446+REV5,10/20/2024 11:36,10/21/2024 0:11,96.62%,,725
4957494.1,6VTRX08,SKY55446+REV5,10/20/2024 11:36,10/21/2024 1:07,98.39%,,345
4957494.1,6VTRX08,SKY55446+REV5,10/20/2024 11:36,10/20/2024 17:26,91.52%,,1794
4957495.1,6VTRX08,SKY55446+REV5,10/17/2024 17:19,10/18/2024 4:18,97.80%,,468
4957495.1,6VTRX08,SKY55446+REV5,10/17/2024 17:19,10/18/2024 5:11,98.56%,,308
4957495.1,6VTRX08,SKY55446+REV5,10/17/2024 17:19,10/18/2024 5:23,100.00%,,0
4957495.1,6VTRX08,SKY55446+REV5,10/17/2024 17:19,10/18/2024 2:40,91.75%,,1746
4957496.1,6VTRX08,SKY55446+REV3,10/1/2024 15:37,10/1/2024 20:58,99.62%,21526,81
4957496.1,6VTRX08,SKY55446+REV3,10/1/2024 15:37,10/1/2024 20:20,97.12%,21530,620
4957497.1 DETAPE,6VTRX08,SKY55446+REV4,10/11/2024 7:19,10/11/2024 7:32,100.00%,200,0
4957497.1,6VTRX08,SKY55446+REV4,10/11/2024 8:14,10/11/2024 14:08,99.39%,21541,131
4957497.1,6VTRX08,SKY55446+REV4,10/11/2024 8:14,10/11/2024 13:27,98.31%,21379,361
4957918.1,6VTRX08,SKY55446+REV5,10/19/2024 18:23,10/20/2024 6:15,89.81%,,2103
4957918.1,6VTRX08,SKY55446+REV5,10/19/2024 18:23,10/20/2024 8:01,96.30%,,786
4957918.1,6VTRX08,SKY55446+REV5,10/19/2024 18:23,10/20/2024 9:11,98.86%,,243
4957918.1-DETAPE,6VTRX08,SKY55446+REV5,10/19/2024 11:36,10/19/2024 15:49,100.00%,,0
4957918.1-DETAPE,6VTRX08,SKY55446+REV5,10/19/2024 11:36,10/19/2024 12:19,100.00%,,0
4957918.1,6VTRX08,SKY55446+REV5,10/19/2024 18:23,10/20/2024 0:39,80.42%,,2752
4957920.1 1,6VTRX08,SKY55446+REV3,10/9/2024 15:48,10/9/2024 16:35,96.50%,1484,52
4957920.1 DETAPE,6VTRX08,SKY55446+REV3,10/9/2024 11:14,10/9/2024 11:26,100.00%,729,0
4957920.1,6VTRX08,SKY55446+REV3,10/9/2024 16:39,10/10/2024 7:14,89.47%,16212,1708
4957920.1,6VTRX08,SKY55446+REV3,10/9/2024 16:39,10/9/2024 19:16,94.43%,4539,253
4957920.2 2,6VTRX08,SKY55446+REV3,10/10/2024 8:36,10/10/2024 12:03,98.21%,10030,180
4957920.2 2,6VTRX08,SKY55446+REV3,10/10/2024 8:36,10/10/2024 11:30,96.70%,9815,324
4957920.2,6VTRX08,SKY55446+REV3,10/10/2024 7:53,10/10/2024 8:28,96.70%,1273,42
4957921.1,6VTRX08,SKY55446+REV3,10/10/2024 12:16,10/10/2024 18:18,99.57%,21582,92
4957921.1,6VTRX08,SKY55446+REV3,10/10/2024 12:16,10/10/2024 18:51,100.00%,11500,0
4957921.1,6VTRX08,SKY55446+REV3,10/10/2024 12:16,10/10/2024 17:33,97.51%,21451,535
4958150.1,6VTRX08,SKY55446+REV3,10/10/2024 19:37,10/11/2024 3:40,99.53%,21177,100
4958150.1,6VTRX08,SKY55446+REV3,10/10/2024 19:37,10/11/2024 4:34,100.00%,21077,0
4958150.1,6VTRX08,SKY55446+REV3,10/10/2024 19:37,10/11/2024 2:43,97.41%,20923,542
4958151.1,6VTRX08,SKY55446+REV4,10/5/2024 20:13,10/6/2024 4:25,98.39%,21204,341
4958151.1,6VTRX08,SKY55446+REV4,10/5/2024 20:13,10/6/2024 5:08,98.80%,21199,255
4958151.1,6VTRX08,SKY55446+REV4,10/5/2024 20:13,10/6/2024 5:19,100.00%,20944,0
4958151.1,6VTRX08,SKY55446+REV4,10/5/2024 20:13,10/6/2024 2:59,92.66%,21115,1551
4958153.1,6VTRX08,SKY55446+REV4,10/2/2024 19:19,10/3/2024 1:43,93.20%,9392,639
4958153.1,6VTRX08,SKY55446+REV4,10/2/2024 19:19,10/3/2024 0:31,90.31%,9415,912
4958153.1DEP,6VTRX08,SKY55446+REV4,10/2/2024 17:51,10/2/2024 18:25,100.00%,1127,0
4958154.1 DETAPE,6VTRX08,SKY55446+REV3,10/2/2024 0:45,10/2/2024 1:16,100.00%,655,0
4958154.1,6VTRX08,SKY55446+REV4,10/3/2024 3:27,10/3/2024 12:26,96.57%,19467,667
4958154.1,6VTRX08,SKY55446+REV4,10/3/2024 3:27,10/3/2024 13:51,98.11%,19410,366
4958154,6VTRX08,SKY55446+REV4,10/3/2024 13:54,10/3/2024 18:14,26.92%,665,486
4958154,6VTRX08,SKY55446+REV4,10/3/2024 13:54,10/3/2024 14:44,27.03%,666,486
4958154.1,6VTRX08,SKY55446+REV4,10/3/2024 3:27,10/3/2024 9:40,94.80%,19453,1011
4958154.2,6VTRX08,SKY55446+REV3,10/2/2024 1:58,10/2/2024 8:09,98.57%,20047,287
4958154.2,6VTRX08,SKY55446+REV3,10/2/2024 1:58,10/2/2024 7:27,96.23%,19824,748
4958155.1,6VTRX08,SKY55446+REV5,10/21/2024 3:15,10/21/2024 13:32,94.54%,,1160
4958155.1,6VTRX08,SKY55446+REV5,10/21/2024 3:15,10/21/2024 14:28,98.77%,,262
4958155.1,6VTRX08,SKY55446+REV5,10/21/2024 3:15,10/21/2024 14:52,99.30%,,149
4958155.1,6VTRX08,SKY55446+REV5,10/21/2024 3:15,10/21/2024 7:11,82.99%,,1167
4958156.1,6VTRX08,SKY55446+REV5,10/21/2024 20:19,10/22/2024 7:47,98.33%,,354
4958156.1,6VTRX08,SKY55446+REV5,10/21/2024 20:19,10/22/2024 6:29,95.66%,,911
4958958.1,6VTRX08,SKY55446+REV4,10/3/2024 18:44,10/4/2024 1:46,99.19%,21513,174
4958958.1,6VTRX08,SKY55446+REV4,10/3/2024 18:44,10/4/2024 0:32,95.12%,21264,1037
4958959.1,6VTRX08,SKY55446 modificacion crack,10/24/2024 8:44,10/25/2024 10:32,97.93%,,400
4958959.1,6VTRX08,SKY55446 modificacion crack,10/24/2024 8:44,10/25/2024 11:34,99.11%,,172
4958959.1,6VTRX08,SKY55446 modificacion crack,10/24/2024 8:44,10/25/2024 11:40,100.00%,,0
4958959.1,6VTRX08,SKY55446 modificacion crack,10/24/2024 8:44,10/24/2024 15:16,87.74%,,2327
4958961.1,6VTRX08,SKY55446+REV5,10/18/2024 7:18,10/18/2024 20:06,99.20%,,171
4958961.1,6VTRX08,SKY55446+REV5,10/18/2024 7:18,10/18/2024 16:40,87.09%,,2678
4958961.1,6VTRX08,SKY55446+REV5,10/18/2024 7:18,10/18/2024 18:37,97.72%,,485
4958961.1,6VTRX08,SKY55446+REV5,10/18/2024 7:18,10/18/2024 10:16,78.31%,,1335
4958963.1,6VTRX08,SKY55446+REV4,10/4/2024 2:50,10/4/2024 12:59,98.49%,21352,323
4958963.1,6VTRX08,SKY55446+REV4,10/4/2024 2:50,10/4/2024 13:49,99.38%,21354,132
4958963.1,6VTRX08,SKY55446+REV4,10/4/2024 2:50,10/4/2024 9:03,97.11%,21218,614
4959180.1,6VTRX08,SKY55446+REV4,10/13/2024 4:09,10/13/2024 11:42,97.66%,21291,499
4959180.1,6VTRX08,SKY55446+REV4,10/13/2024 4:09,10/13/2024 12:06,99.61%,21284,83
4959180.1,6VTRX08,SKY55446+REV4,10/13/2024 4:09,10/13/2024 10:21,96.71%,21299,700
4959201.1,6VTRX08,SKY55446+REV4,10/13/2024 12:10,10/13/2024 16:25,99.38%,21002,131
4959201.1,6VTRX08,SKY55446+REV4,10/13/2024 12:10,10/13/2024 15:59,98.35%,20883,345
4959202.1 DEEAPE,6VTRX08,SKY55446+REV4,10/14/2024 1:49,10/14/2024 3:07,100.00%,4992,0
4959202.1,6VTRX08,SKY55446+REV4,10/13/2024 17:19,10/14/2024 5:02,99.32%,17049,116
4959202.1,6VTRX08,SKY55446+REV4,10/13/2024 17:19,10/13/2024 21:26,96.08%,17102,671
4960999.1,6VTRX08,SKY58455-Laterales-81,10/22/2024 15:56,10/22/2024 17:49,98.83%,,114
4960999.1,6VTRX08,SKY58455-Laterales-81,10/22/2024 15:56,10/22/2024 17:26,97.11%,,282
GOMA-93,6VTRX08,SKY55446+REV3,10/1/2024 23:20,10/1/2024 23:30,6.37%,204,191
PRUEBA,6VTRX08,SKY53923-11 STR,10/11/2024 15:50,10/11/2024 15:56,94.00%,150,9
PRUEBAS TAPE,6VTRX08,SKY55446+REV3,10/2/2024 9:56,10/2/2024 10:16,5.00%,240,228
TEST 1.6X1.8 1,6VTRX08,SKY55476-12 STR,10/28/2024 11:07,10/28/2024 13:34,86.68%,,112
TEST 1.6X1.8 2,6VTRX08,SKY55476-12 STR,10/28/2024 15:01,10/28/2024 16:02,89.89%,,167
TEST 1.6X1.8 3,6VTRX08,SKY55476-12 STR,10/28/2024 16:40,10/28/2024 17:17,85.09%,,200
TEST 1.6X1.8 5 DETAPE,6VTRX08,SKY55476-12 STR,10/29/2024 10:20,10/29/2024 10:52,100.00%,,0
TEST 1.6X1.8 5,6VTRX08,SKY55476-12 STR,10/29/2024 8:39,10/29/2024 10:18,88.91%,,172
TEST 1.6X1.8 5,6VTRX08,SKY55476-12 STR,10/29/2024 8:39,10/29/2024 9:00,93.25%,,68
TEST 1.6X1.8 6 DETAPE,6VTRX08,SKY55476-12 STR,10/29/2024 15:30,10/29/2024 16:28,100.00%,,0
TEST 1.6X1.8 6,6VTRX08,SKY55476-12 STR,10/29/2024 13:34,10/29/2024 14:27,90.68%,,98
TEST 1.6X1.8 6,6VTRX08,SKY55476-12 STR,10/29/2024 13:34,10/29/2024 14:53,93.43%,,48
TEST 1.6X1.8 6,6VTRX08,SKY55476-12 STR,10/29/2024 13:34,10/29/2024 15:27,91.67%,,131
TEST 1.6X1.8 6,6VTRX08,SKY55476-12 STR,10/29/2024 13:34,10/29/2024 13:44,87.20%,,48
TEST 1.6X1.8 7,6VTRX08,SKY55476-12 STR,10/29/2024 16:56,10/29/2024 17:34,89.55%,,163
TEST 1.6X1.8,6VTRX08,SKY58486-12 STR,10/28/2024 10:04,10/28/2024 10:08,0.00%,,0
